age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,outcome
41,0.004298011,desktop,M,1,75254,2,1,8,1
33,0.004997896,desktop,F,0,68848,1,3,4,0
46,0.004357064,other,M,0,63340,2,2,1,0
48,0.004035747,Android,M,0,60096,1,3,12,0
26,0.004793984,iPhone,M,1,50742,2,1,5,1
50,0.006195147,iPhone,F,1,86960,2,1,8,0
21,0.006230098,iPhone,F,0,34200,2,1,2,0
16,0.005227686,iPhone,M,1,34165,1,2,0,0
57,0.003754922,other,M,0,95052,2,2,8,0
46,0.004385841,laptop,M,0,61326,2,3,6,0
46,0.004535193,other,F,0,82586,1,3,3,0
38,0.003414178,Android,M,0,54323,1,3,8,0
27,0.003921664,other,M,0,30365,2,1,3,0
31,0.004464541,laptop,F,1,31874,2,1,6,0
47,0.004000754,other,M,1,63441,1,3,13,0
20,0.006180772,iPhone,F,0,47357,1,2,0,1
20,0.004801737,other,F,0,34509,1,3,2,0
50,0.005287147,desktop,F,1,62047,1,3,4,0
57,0.003886702,laptop,M,0,95899,2,2,7,0
42,0.00423422,desktop,M,0,61694,1,1,2,0
42,0.004651199,Android,F,0,52439,1,3,12,0
19,0.003681213,desktop,M,1,44278,1,2,1,1
21,0.006004854,iPhone,F,1,37732,1,3,0,0
22,0.003666435,other,M,0,57946,1,1,2,0
48,0.005459647,iPhone,M,1,52602,1,2,13,0
30,0.004911221,other,F,0,42336,2,2,6,0
57,0.005929812,iPhone,M,1,94290,1,3,17,0
19,0.00373878,Android,M,1,57906,2,2,1,1
57,0.006486486,iPhone,F,0,81348,2,2,15,0
21,0.003924476,Android,M,1,52566,1,2,1,1
49,0.004723713,laptop,F,1,82102,1,3,10,0
20,0.003390109,Android,M,0,30891,2,2,2,0
55,0.006054347,iPhone,F,1,76259,2,1,8,0
38,0.006053058,iPhone,F,1,71884,1,2,7,0
37,0.003578323,desktop,M,0,63937,1,2,7,0
26,0.004750847,laptop,F,1,40016,1,1,2,0
21,0.004068583,laptop,M,0,41907,1,2,1,0
16,0.004838417,desktop,F,1,29541,2,1,0,0
31,0.003898053,desktop,M,0,55061,2,3,7,1
27,0.004634888,other,F,1,50884,1,1,3,0
46,0.005031242,iPhone,,1,82388,2,3,4,0
16,0.005150732,Android,F,1,38110,1,3,0,0
46,0.005238811,desktop,F,0,46434,2,3,12,0
43,0.004870505,desktop,F,1,48196,2,1,3,0
41,0.003786604,Android,M,0,65544,1,3,11,0
45,0.005316809,Android,F,0,70366,1,3,3,0
44,0.003824506,Android,M,1,45094,2,2,6,0
28,0.005151073,desktop,F,1,43431,2,1,1,0
50,0.004900256,laptop,F,0,88560,2,3,13,0
19,0.00429798,Android,F,0,37903,2,3,0,0
56,0.006320101,iPhone,F,0,85157,2,1,16,0
22,0.003832465,desktop,M,0,51503,2,3,1,0
26,0.003554306,desktop,M,0,45085,1,3,5,0
20,0.003806659,Android,M,0,48804,1,1,1,0
54,0.006821642,iPhone,F,0,79386,2,1,12,0
51,0.003858458,desktop,M,1,78465,1,1,6,0
49,0.003589044,Android,M,0,67665,1,2,1,0
41,0.005214542,other,F,1,64676,2,2,9,0
58,0.00655944,iPhone,F,0,83102,1,3,19,0
45,0.004032621,other,M,0,74592,2,3,5,0
23,0.003768093,Android,M,0,33697,2,1,0,1
55,0.005390455,laptop,F,1,79711,1,2,4,0
44,0.004826882,desktop,F,1,69470,2,3,10,0
33,0.003848217,laptop,M,1,64387,2,3,8,0
30,0.004338171,laptop,F,0,68278,1,2,5,0
55,0.003828837,Android,M,1,85570,1,3,8,0
45,0.005176342,Android,F,0,67517,1,2,4,0
46,0.005287215,laptop,F,1,76150,1,1,8,0
26,0.003870951,other,M,1,42101,1,2,0,0
32,0.004260628,other,M,1,68624,1,1,2,0
17,0.003729829,laptop,M,0,18219,2,2,0,0
57,0.004928229,other,F,1,87781,2,3,0,0
22,0.00361369,laptop,,0,43122,1,3,1,0
44,0.005217707,other,F,1,75404,2,3,1,0
20,0.003611162,other,M,1,54571,2,1,2,0
41,0.004920351,iPhone,M,0,56845,2,1,1,0
28,0.006201379,iPhone,F,0,61797,2,3,5,0
17,0.004200315,Android,F,1,46655,2,2,0,0
36,0.005009839,Android,F,0,72906,2,2,4,0
34,0.004245054,other,M,0,37171,1,1,2,0
57,0.005487888,laptop,F,0,73689,1,1,7,0
26,0.003581346,desktop,M,0,51252,1,1,1,1
34,0.003378348,laptop,M,1,36584,2,2,9,0
21,0.003224581,desktop,M,0,40691,1,1,0,0
33,0.00379217,Android,M,0,42528,2,2,4,0
49,0.0037162,other,M,1,64827,1,1,6,0
37,0.006137751,iPhone,F,1,73137,2,3,1,0
36,0.004244234,desktop,M,1,47485,2,2,10,0
39,0.003467813,Android,M,0,53011,2,3,0,0
35,0.006676384,iPhone,F,0,59156,2,3,6,0
29,0.005037769,Android,F,1,57146,2,3,2,0
24,0.004500309,other,F,0,52547,2,1,1,0
59,0.004269648,laptop,M,0,78665,1,1,3,0
37,0.005995372,iPhone,F,0,65165,2,2,10,0
50,0.004282171,other,M,1,66256,1,3,2,0
48,0.004254619,Android,M,1,64863,2,3,7,0
45,0.004148803,laptop,M,1,69530,1,3,0,0
50,0.003917668,desktop,M,0,67657,2,3,10,0
38,0.00448865,other,F,0,66230,1,1,0,0
55,0.005378196,iPhone,,1,65193,2,3,14,0
16,0.0043879,laptop,F,0,36275,2,1,0,1
54,0.005212761,laptop,F,1,70657,1,2,10,0
19,0.004145838,desktop,M,0,22134,1,3,1,1
51,0.003749894,Android,M,1,53486,1,1,0,0
33,0.005011357,other,F,0,54680,1,1,0,0
39,0.005387826,iPhone,M,1,78780,2,3,4,0
40,0.003994298,laptop,M,1,55036,2,3,12,0
54,0.005511093,desktop,F,1,59206,1,1,11,0
48,0.005158853,laptop,F,1,48991,2,2,16,0
52,0.004718577,laptop,F,1,85975,1,2,14,0
59,0.004447207,Android,,0,97568,2,3,20,0
59,0.003747365,other,M,1,86495,1,2,10,0
36,0.004459406,desktop,F,1,65327,2,3,2,0
50,0.005164531,Android,F,1,52088,2,2,17,1
18,0.004091211,desktop,M,1,56366,1,2,1,0
45,0.003701396,other,M,1,79928,1,1,14,0
47,0.005294694,desktop,F,0,63737,1,3,9,0
33,0.005313786,iPhone,,0,70627,2,3,1,0
50,0.006488297,iPhone,F,0,76054,1,1,6,0
27,0.004163207,laptop,,0,35213,2,3,2,0
21,0.003698714,Android,M,1,22913,2,2,0,0
52,0.004655178,other,F,0,76030,1,2,13,0
60,0.003675235,desktop,M,0,60338,1,3,0,0
40,0.00688917,iPhone,F,0,50376,1,3,5,0
18,0.003390795,desktop,M,0,35550,2,2,1,1
18,0.006077822,iPhone,F,1,24319,2,1,0,1
24,0.003355681,other,M,0,55076,2,1,2,0
40,0.004891444,other,F,0,55525,1,2,10,0
45,0.003509963,desktop,M,0,47579,2,1,1,1
26,0.004986415,other,F,0,29046,2,3,4,0
57,0.005207718,Android,F,0,87471,1,2,8,0
59,0.004346346,laptop,,1,88788,2,3,11,1
44,0.004073231,other,,0,64984,1,1,7,0
33,0.004859254,desktop,F,1,64659,1,3,3,0
50,0.005289012,iPhone,M,1,50292,1,2,17,0
29,0.003464097,desktop,M,0,64688,1,2,4,0
45,0.006299514,iPhone,F,0,75710,1,1,12,0
32,0.005268478,laptop,F,1,37856,1,2,4,0
29,0.004110195,desktop,M,0,38244,1,2,6,1
56,0.0040347,Android,M,0,61880,1,1,5,0
27,0.00382339,desktop,M,1,43923,1,1,0,1
56,0.004062118,desktop,M,0,80073,2,3,5,0
35,0.005272592,desktop,F,1,65436,1,3,5,0
24,0.003345703,other,M,0,57851,1,1,3,0
52,0.004648695,other,F,0,76081,2,3,7,0
37,0.004882495,iPhone,M,0,41763,2,2,1,0
16,0.005152099,laptop,F,1,43471,2,3,0,0
35,0.005277731,iPhone,M,0,55372,2,2,9,0
52,0.004837508,Android,F,1,63298,2,1,10,0
44,0.003813927,other,M,1,81522,2,3,10,0
40,0.006639599,iPhone,F,1,71484,1,1,10,0
17,0.003966022,laptop,M,0,45828,1,2,0,1
20,0.004340834,laptop,F,1,34581,1,3,1,0
19,0.006392018,iPhone,F,1,23934,2,2,1,0
39,0.005283546,iPhone,M,1,45004,1,3,4,0
59,0.00430964,laptop,M,0,80031,1,2,2,0
42,0.003771359,desktop,M,1,45800,1,1,8,0
21,0.003459679,Android,M,0,47700,1,2,0,0
43,0.004714375,other,F,0,59307,2,3,10,0
25,0.004394246,desktop,F,1,50404,2,3,3,0
50,0.006499776,iPhone,F,1,68746,2,3,13,0
24,0.004723019,laptop,F,0,58242,2,1,2,0
54,0.004249557,desktop,M,0,90710,2,3,5,0
18,0.004618078,laptop,F,1,27165,2,2,1,0
29,0.004960404,Android,F,0,37561,1,1,0,0
51,0.00680746,iPhone,F,1,67784,2,2,0,0
55,0.005265026,Android,F,1,77352,2,3,13,1
24,0.004832718,laptop,F,1,51015,2,2,0,0
20,0.003887674,other,M,1,44350,1,2,0,0
25,0.004875616,other,F,1,25465,2,2,2,0
38,0.003799507,laptop,M,1,65262,2,2,7,0
50,0.003618943,desktop,M,1,66365,2,3,17,0
45,0.005056648,laptop,F,1,67947,2,1,3,0
50,0.005326109,Android,F,0,68804,1,3,4,0
50,0.006107884,iPhone,F,0,70264,1,2,7,0
43,0.00407473,desktop,M,1,49763,2,2,1,1
53,0.005170879,Android,F,0,90235,1,1,7,0
59,0.004530654,laptop,M,0,74420,1,3,20,0
36,0.003433486,desktop,M,1,67118,1,2,7,0
44,0.004435598,Android,M,1,76892,1,3,10,1
28,0.003849922,other,M,0,59945,1,3,2,0
32,0.006553625,iPhone,F,0,71000,1,3,8,0
26,0.003585793,desktop,M,0,51497,2,2,4,0
34,0.003466748,other,M,0,55099,1,1,4,0
42,0.006158003,iPhone,F,1,53049,2,3,0,0
40,0.00340815,other,M,1,76334,1,2,0,0
53,0.004536927,laptop,F,0,53885,1,3,16,0
31,0.006782076,iPhone,F,0,66792,2,1,2,0
49,0.006444303,iPhone,F,1,49660,1,3,6,0
19,0.006634761,iPhone,F,0,43802,1,2,1,0
41,0.004385539,Android,M,0,45440,2,1,5,0
51,0.006841821,iPhone,F,0,61922,1,2,4,0
60,0.006406351,iPhone,F,1,75578,2,1,17,0
26,0.004869007,Android,F,1,49012,2,1,2,0
19,0.006194152,iPhone,F,0,53371,1,3,1,0
45,0.005097639,Android,F,0,59126,1,3,10,0
54,0.005500025,laptop,F,0,75048,1,2,11,0
51,0.003919381,desktop,,1,89470,1,2,4,0
33,0.004657746,desktop,F,0,70113,2,3,7,0
58,0.006695139,iPhone,F,0,91293,1,3,19,0
60,0.004162424,Android,M,0,64655,2,2,2,0
55,0.004850852,laptop,F,0,88822,1,2,10,0
46,0.003643849,desktop,M,1,73583,2,3,5,0
49,0.005047448,other,F,1,52657,1,2,0,0
58,0.004865225,desktop,F,0,90619,2,2,18,0
29,0.006133843,iPhone,F,1,50638,2,2,1,0
60,0.004868535,laptop,F,1,95863,2,3,22,0
54,0.005320397,Android,F,0,62369,1,1,3,0
40,0.005184722,Android,F,0,58706,1,2,10,0
59,0.004983146,Android,F,0,61607,1,1,18,0
57,0.005378819,Android,F,1,80562,2,1,1,1
46,0.003918079,laptop,M,1,64929,2,1,15,0
31,0.003913219,Android,M,0,66166,1,3,2,1
55,0.004190944,desktop,M,0,72500,1,3,7,0
35,0.003506889,Android,M,0,45091,1,3,0,0
16,0.005144087,Android,F,1,30077,2,3,0,0
43,0.004157668,other,M,0,66587,2,3,7,0
38,0.00374009,laptop,M,0,73429,2,2,6,0
43,0.00373988,laptop,M,1,69270,2,2,10,0
48,0.004823405,desktop,F,1,59518,1,1,1,1
32,0.004764724,Android,F,1,50724,2,3,3,0
48,0.003486053,laptop,M,1,77826,2,1,9,0
23,0.003712382,Android,M,1,35833,1,2,1,0
43,0.004823902,desktop,F,1,81701,1,3,1,0
23,0.004793848,Android,F,0,44344,2,3,2,0
26,0.006048811,iPhone,F,0,35945,1,3,5,0
55,0.005263828,desktop,F,1,62074,1,2,0,0
40,0.004229822,Android,M,1,43381,2,3,6,1
50,0.00549477,laptop,F,0,56511,2,3,14,0
30,0.00407555,other,M,1,50038,2,3,3,0
40,0.005100611,desktop,F,0,45942,2,3,10,0
49,0.004029667,Android,M,1,52654,2,2,16,0
28,0.004185188,Android,M,0,32413,2,3,5,0
44,0.003574165,Android,M,0,48245,1,3,10,0
42,0.005326682,other,F,0,51171,2,2,0,0
50,0.003820997,laptop,M,1,87566,2,2,13,0
52,0.004554743,other,F,0,66886,1,3,2,0
49,0.005071521,desktop,F,0,71842,1,2,7,0
35,0.003551821,Android,M,0,46300,1,1,9,0
39,0.003467561,Android,M,0,71764,1,3,5,0
22,0.005130401,Android,F,1,28729,2,1,2,0
34,0.004993859,iPhone,M,0,37585,2,3,7,0
22,0.006682291,iPhone,F,1,24914,1,2,0,0
16,0.004439835,Android,F,1,29607,1,2,0,0
42,0.006318079,iPhone,F,0,66028,2,1,11,0
20,0.004237729,laptop,F,1,52461,1,3,2,0
26,0.005207109,Android,F,1,40926,1,1,2,0
22,0.003483238,other,M,1,24854,1,1,2,0
58,0.005901946,iPhone,M,1,67287,2,3,1,0
31,0.005701582,iPhone,M,1,33328,2,2,4,0
39,0.004394268,desktop,F,0,40114,2,1,3,0
39,0.005396581,iPhone,M,0,42375,2,2,4,0
18,0.006081845,iPhone,F,1,41442,1,2,1,0
48,0.005092524,laptop,F,1,61755,1,3,8,0
44,0.00531423,laptop,F,1,46870,2,3,0,0
39,0.006513748,iPhone,F,1,69202,1,3,0,0
24,0.003543982,desktop,M,1,24658,2,3,2,1
45,0.003862374,other,M,1,66833,1,1,0,0
41,0.004277517,other,M,1,67011,1,2,8,0
47,0.005222057,iPhone,M,0,49761,1,1,5,0
17,0.003996616,desktop,M,0,19436,1,2,0,1
52,0.004598534,other,F,1,90779,1,1,10,0
58,0.004688811,desktop,F,0,84076,1,2,17,0
25,0.004886016,desktop,F,0,33624,2,1,0,0
37,0.003657244,Android,M,1,48194,1,1,2,1
17,0.003360681,desktop,M,0,23324,1,1,0,0
44,0.005080694,Android,F,0,48022,1,3,5,0
47,0.003792714,Android,M,0,86594,1,3,5,0
40,0.005294271,other,F,0,58394,2,3,9,0
60,0.004353618,other,M,1,95216,2,2,1,1
54,0.005043476,iPhone,M,1,72027,2,2,2,0
28,0.003525984,desktop,M,0,53697,2,3,0,0
31,0.003733072,other,M,1,52912,1,1,1,0
26,0.00590558,iPhone,F,1,64515,2,1,1,0
36,0.004051209,other,M,1,47947,2,3,8,0
28,0.003445754,other,M,0,38484,2,1,4,0
26,0.005481871,iPhone,M,0,37573,1,1,2,0
29,0.005061411,other,F,1,30796,1,3,3,0
34,0.004651499,Android,F,0,45257,1,3,1,0
26,0.004935351,Android,F,0,55017,1,3,3,0
49,0.004398878,Android,M,0,76196,1,3,8,0
60,0.005459068,Android,F,0,72894,2,1,11,0
51,0.005241365,laptop,F,0,56222,2,1,11,0
55,0.005111393,desktop,F,0,77300,1,2,8,0
39,0.003571904,Android,M,1,53745,1,1,2,0
60,0.004473977,other,M,0,87614,1,1,17,0
20,0.004485129,laptop,F,1,49909,2,3,1,0
56,0.00551414,Android,F,1,80034,1,1,7,0
40,0.003858074,laptop,M,1,49135,2,1,10,0
58,0.004382849,Android,M,0,82181,1,3,21,0
56,0.005298864,desktop,F,1,79270,1,3,11,0
27,0.004166346,other,M,1,54582,1,1,3,0
48,0.003963873,desktop,M,0,67806,2,3,12,0
31,0.005788413,iPhone,M,0,44015,2,2,5,0
25,0.003883922,Android,M,0,51737,2,2,1,0
34,0.004989357,iPhone,M,0,56624,1,2,1,0
33,0.003863496,laptop,M,0,59952,1,1,5,0
57,0.006061397,iPhone,M,0,67717,2,3,5,0
26,0.003321738,Android,M,1,56378,2,2,4,0
44,0.004977014,iPhone,M,1,59253,2,2,6,0
58,0.003715207,desktop,M,0,65152,1,2,1,0
34,0.003444785,laptop,,0,42443,2,2,4,0
48,0.004549577,desktop,F,1,86284,1,2,8,1
19,0.004862988,iPhone,M,0,56356,1,2,1,0
17,0.004058176,desktop,M,1,20709,1,3,0,0
21,0.003895058,other,M,0,38989,1,1,2,1
29,0.003654432,Android,M,0,34777,2,1,1,1
49,0.004260766,desktop,M,1,50010,2,3,13,0
44,0.004667944,Android,F,1,78235,1,3,4,0
20,0.003919377,laptop,M,1,37421,1,2,0,0
45,0.004989883,desktop,F,1,60095,1,1,12,0
23,0.00509502,desktop,F,0,34414,1,2,3,0
46,0.004571862,Android,F,0,63252,1,2,6,0
41,0.004363777,Android,M,0,57695,2,3,10,0
47,0.006170068,iPhone,F,0,79556,2,2,1,0
20,0.00474574,other,F,0,22086,1,1,1,0
35,0.004786956,Android,F,1,68918,1,3,8,0
18,0.003218976,Android,M,1,44706,1,3,0,0
59,0.005362593,desktop,F,0,76621,1,3,3,0
17,0.004686348,desktop,F,0,29106,2,1,0,0
44,0.005062622,Android,F,1,60835,1,3,13,0
38,0.004785175,Android,F,1,47741,1,3,0,0
32,0.005214235,laptop,F,0,60661,1,2,6,0
51,0.004150543,Android,M,0,88062,1,1,5,0
24,0.006210746,iPhone,F,1,56290,2,1,3,0
55,0.004561572,other,F,0,59367,2,3,16,0
16,0.004243244,laptop,F,0,39495,1,2,0,0
60,0.004654762,Android,F,0,71692,1,1,18,0
27,0.003286152,desktop,M,0,37746,2,2,5,0
44,0.003497946,desktop,M,0,70291,2,3,6,0
59,0.004860868,desktop,F,1,95351,2,3,0,0
59,0.00498108,laptop,F,0,90295,1,3,21,0
46,0.003678544,laptop,M,0,59551,1,2,7,0
53,0.004538587,other,F,1,81063,2,1,15,0
37,0.004423339,desktop,F,1,76873,1,1,0,0
29,0.005051633,Android,F,0,67701,1,2,5,0
18,0.004753914,Android,F,1,56341,2,2,0,0
34,0.004888172,iPhone,M,0,59718,2,1,1,0
16,0.004277651,other,F,0,54093,1,3,0,0
56,0.004053316,laptop,M,0,83070,2,3,6,0
32,0.003883492,desktop,M,0,50289,1,1,7,0
60,0.003623291,other,M,0,84336,2,1,10,0
60,0.005337811,other,F,0,73046,1,2,20,0
22,0.006436188,iPhone,F,1,25436,2,2,2,0
31,0.004805702,laptop,F,1,58820,1,1,3,1
51,0.004282022,other,M,1,64328,2,2,11,0
36,0.004958457,Android,F,0,49234,1,2,4,0
24,0.005784765,iPhone,F,1,59762,1,1,3,0
17,0.004804013,desktop,F,0,33323,1,2,0,0
16,0.00484536,desktop,F,0,55143,2,1,0,0
17,0.004056625,laptop,M,1,24456,2,2,0,0
41,0.004675861,other,F,0,61475,1,3,4,0
54,0.00397417,laptop,M,0,58908,1,2,12,0
57,0.003674655,other,M,0,85280,1,1,4,0
37,0.005393223,iPhone,M,1,48801,1,3,0,0
35,0.004937752,laptop,F,1,69760,2,2,1,0
40,0.006252277,iPhone,F,1,57984,1,2,7,0
54,0.005596458,iPhone,M,0,73269,1,3,17,0
42,0.004089626,Android,M,0,56718,2,3,3,0
44,0.004878357,laptop,F,0,65580,1,2,8,0
30,0.004828627,other,F,1,36860,2,3,3,0
29,0.00345594,desktop,M,1,67904,1,1,2,0
47,0.004539392,Android,F,1,67797,1,1,2,0
26,0.003668898,other,M,0,65880,2,2,4,0
21,0.003712037,Android,M,0,50214,2,2,2,0
26,0.005015461,other,F,1,34571,2,1,4,0
29,0.003307763,Android,M,1,51069,1,2,5,0
30,0.00405549,Android,M,1,69496,1,1,6,1
49,0.004627446,laptop,F,0,51854,2,2,12,0
41,0.004072797,laptop,M,1,63580,1,1,1,0
28,0.003897969,other,M,0,34842,1,2,6,0
34,0.003855615,desktop,M,1,38070,2,3,5,1
56,0.004087813,Android,M,0,95726,2,1,5,0
54,0.00431874,desktop,M,1,67061,2,2,6,1
51,0.004967856,Android,F,0,52548,2,2,11,0
35,0.004176071,desktop,M,0,58301,1,3,9,0
19,0.003190587,other,M,0,40892,2,2,1,0
36,0.00407298,other,,0,61151,2,3,10,0
57,0.006339123,iPhone,F,0,61453,2,2,12,0
32,0.004469831,Android,F,1,46673,1,2,6,0
36,0.004012583,Android,M,1,53329,1,2,2,0
42,0.004115387,desktop,M,1,52614,2,3,8,0
59,0.003658315,other,M,1,84350,2,3,1,0
41,0.004716574,Android,F,0,65762,2,1,9,0
19,0.004117218,Android,M,0,40630,1,3,0,0
57,0.005043868,laptop,F,1,93494,2,1,20,1
46,0.004398899,desktop,M,1,65507,2,2,7,1
46,0.004118692,desktop,M,0,63861,2,2,14,0
16,0.003340839,other,M,0,38402,1,3,0,0
30,0.005061642,other,F,1,54237,2,2,7,0
37,0.005125986,Android,F,1,70434,1,1,10,0
52,0.004756863,Android,F,0,73576,2,3,11,0
58,0.006518034,iPhone,F,1,75170,1,3,18,0
37,0.003980334,other,M,1,50165,2,2,8,0
16,0.003222437,other,M,0,45247,2,3,0,0
31,0.00407931,laptop,M,1,54146,1,3,1,0
49,0.006609875,iPhone,F,0,87207,2,2,4,0
58,0.00445285,laptop,M,1,75715,1,3,9,0
27,0.003571543,laptop,M,1,27485,1,1,4,0
43,0.004318378,laptop,M,1,56065,1,3,6,0
32,0.003431433,Android,M,0,38789,1,2,7,0
44,0.004562594,laptop,F,1,70649,2,1,5,0
41,0.005144547,iPhone,M,0,46623,2,1,7,0
49,0.005059165,Android,F,1,53939,1,1,6,0
23,0.004976732,desktop,F,1,43363,2,2,1,1
58,0.005082208,other,F,1,62980,2,3,5,0
27,0.005422253,iPhone,M,1,53530,1,2,3,0
51,0.003602002,other,M,1,80040,1,2,12,0
33,0.005021856,Android,F,1,57287,1,2,8,0
28,0.005038465,desktop,F,1,47157,1,1,1,0
30,0.004778332,Android,F,1,48740,2,1,2,0
22,0.004777372,laptop,F,0,26339,2,2,1,0
52,0.004342836,desktop,M,1,81553,2,1,0,1
43,0.003639532,laptop,M,1,50665,2,2,13,0
41,0.004299709,laptop,M,1,67230,1,2,3,0
26,0.006454365,iPhone,F,1,41930,1,2,1,0
27,0.006221154,iPhone,F,0,53443,1,1,2,1
54,0.003772473,laptop,M,0,56770,2,2,15,0
60,0.003969691,other,M,1,68254,2,1,21,1
28,0.004650896,Android,F,0,48094,1,1,2,1
28,0.003699357,other,M,1,43418,1,2,3,0
35,0.004011697,laptop,M,1,36989,2,3,1,0
28,0.005157007,iPhone,M,0,29777,2,2,1,0
17,0.00575958,iPhone,F,1,22004,2,1,0,0
27,0.005200867,iPhone,,1,30285,2,2,2,0
58,0.004082639,desktop,M,1,71569,1,3,18,0
24,0.004963296,desktop,F,0,33897,1,1,4,0
55,0.005171679,desktop,F,0,79087,1,3,0,0
35,0.004862858,other,F,1,60444,1,2,0,0
31,0.00383081,desktop,M,0,58527,1,2,4,0
21,0.006625717,iPhone,F,0,21063,2,1,1,0
47,0.003736064,desktop,M,1,69546,1,1,3,0
37,0.003748927,other,M,0,76080,1,3,1,0
55,0.005540105,iPhone,M,0,59309,1,3,9,0
42,0.004962033,desktop,F,1,61833,1,3,9,0
29,0.003303592,desktop,M,1,63068,1,1,6,0
21,0.004501989,other,F,1,46231,1,3,2,0
54,0.003666099,Android,M,1,67603,1,2,15,0
16,0.003964094,Android,M,1,29202,1,1,0,0
17,0.004847159,Android,F,1,37202,1,1,0,0
51,0.004061368,desktop,M,0,69105,2,2,13,0
60,0.004762983,desktop,F,1,73783,2,2,18,0
34,0.003544852,Android,M,0,71076,2,2,1,0
28,0.004853594,iPhone,M,0,65955,1,3,5,0
41,0.004565174,desktop,F,1,64610,2,2,10,0
48,0.004086107,laptop,M,1,60395,2,3,8,0
25,0.003763922,Android,M,0,56723,1,1,2,0
28,0.00448615,desktop,F,0,58899,2,1,3,0
21,0.004852459,laptop,F,0,58150,2,1,1,0
35,0.004297359,other,M,1,65064,1,1,8,0
20,0.0041242,laptop,M,0,27706,1,2,2,0
16,0.003234965,laptop,M,1,41315,1,1,0,0
18,0.003903734,laptop,M,0,25153,2,1,1,0
24,0.003524423,laptop,M,0,62185,2,3,0,0
36,0.005183191,iPhone,M,0,45575,2,2,6,0
39,0.003932072,Android,M,1,75961,2,1,2,1
19,0.006278813,iPhone,F,0,28545,1,1,1,0
22,0.004189522,desktop,M,1,55758,1,2,2,1
26,0.005188079,laptop,F,1,48464,1,3,5,0
24,0.003538571,desktop,M,1,60934,1,1,3,0
21,0.003429251,desktop,M,0,34568,1,1,2,0
60,0.00558174,other,F,0,82102,2,1,12,0
56,0.00678698,iPhone,F,1,91936,2,3,7,0
28,0.003561551,desktop,M,1,48138,2,3,1,0
26,0.003903151,other,M,0,65501,1,3,5,0
36,0.004974761,Android,F,0,36485,1,3,5,0
33,0.003482405,other,M,0,59034,1,3,3,0
44,0.003906864,desktop,M,1,56125,1,1,7,0
23,0.004569572,Android,F,0,47453,1,2,0,0
21,0.003465985,Android,M,1,48798,2,3,2,0
56,0.00411169,desktop,M,1,64402,1,1,6,0
25,0.005413155,iPhone,M,1,28913,2,3,4,0
17,0.004944933,other,F,0,37601,1,3,0,0
57,0.005911009,iPhone,M,0,78994,2,3,9,0
49,0.005211667,Android,F,0,57990,1,1,12,0
30,0.005815663,iPhone,F,0,44392,1,1,1,0
23,0.004414914,Android,F,0,43147,1,1,2,0
34,0.005003791,laptop,F,0,56008,2,2,5,0
55,0.003977422,other,M,0,63315,1,3,0,0
35,0.005045831,laptop,F,1,64483,2,2,8,0
38,0.003727661,Android,M,1,51873,2,3,1,0
44,0.004146547,other,M,1,73309,2,2,11,0
28,0.004393183,laptop,F,0,57025,2,3,0,0
22,0.00326548,desktop,M,1,30397,2,2,1,0
20,0.005131936,Android,F,0,44204,1,2,0,0
30,0.006032299,iPhone,F,0,49958,1,3,1,0
23,0.004908209,other,F,1,43145,2,1,3,0
42,0.005227091,desktop,F,1,76540,2,1,9,1
53,0.005432617,desktop,F,1,88727,1,1,15,0
24,0.006387183,iPhone,F,0,45100,1,3,0,0
49,0.004893207,other,F,1,62777,1,1,4,0
27,0.004339189,other,F,1,56227,2,2,1,0
33,0.004686976,Android,F,1,34511,2,3,8,0
60,0.005232132,desktop,F,1,76919,1,3,16,0
33,0.003585489,other,M,0,72477,1,1,8,0
33,0.004757765,laptop,F,1,58541,2,1,6,0
19,0.004714026,other,F,1,54295,2,2,0,0
42,0.003715847,other,M,0,56434,1,3,10,0
44,0.004814898,other,F,1,63115,2,2,11,0
24,0.003344554,desktop,,1,58076,1,1,4,0
42,0.004697286,desktop,F,1,63962,2,2,12,0
56,0.005283881,laptop,F,1,57959,2,2,20,0
54,0.005508711,desktop,F,0,76111,2,2,11,0
17,0.004821352,iPhone,M,0,23837,2,1,0,1
27,0.003896357,desktop,,1,64663,1,3,1,0
38,0.00472193,Android,F,1,61987,1,2,5,0
57,0.003925218,other,M,0,91851,1,2,9,0
36,0.004797766,Android,F,0,50157,2,3,4,0
25,0.004822844,iPhone,M,0,43035,1,1,0,0
42,0.004760455,desktop,F,1,66640,2,3,2,1
19,0.004812909,laptop,F,0,22086,2,3,1,0
44,0.003678623,Android,M,0,81589,1,2,0,0
26,0.004319209,other,F,0,37755,2,3,1,0
16,0.004833027,desktop,F,1,23439,2,3,0,0
37,0.006450374,iPhone,F,1,53386,2,2,6,0
32,0.003889727,desktop,M,0,67243,1,1,0,0
47,0.004714953,Android,F,1,56422,1,3,13,0
27,0.003646308,other,M,0,66472,1,2,0,0
53,0.004883646,desktop,F,0,81207,2,3,16,0
21,0.004705263,Android,F,1,23149,1,3,0,0
18,0.004345969,desktop,F,1,29034,1,1,1,0
51,0.003996638,laptop,M,1,77228,2,2,6,0
34,0.005324479,desktop,F,0,59682,2,3,7,0
60,0.005218084,iPhone,M,1,63758,2,3,16,0
20,0.006229631,iPhone,F,0,33623,2,1,0,0
